,股票代码,股票简称,注册地,办公地,中文全称,所属城市
334,000768,中航西飞,西安,西安,中航西安飞机工业集团股份有限公司,西安
335,000769,*ST 大菲,沈阳,沈阳,沈阳菲菲澳家现代农业股份有限公司,沈阳
336,000776,广发证券,广州,广州,广发证券股份有限公司,广州
337,000777,中核科技,苏州,苏州,中核苏阀科技实业股份有限公司,苏州
338,000778,新兴铸管,河北省武安市,河北省武安市,新兴铸管股份有限公司,邯郸
339,000779,甘咨询,甘肃省兰州市,甘肃省兰州市,甘肃工程咨询集团股份有限公司,兰州
340,000780,*ST 平能,内蒙古自治区赤峰市,内蒙古自治区赤峰市,内蒙古平庄能源股份有限公司,赤峰
341,000782,美达股份,广东省江门市,广东省江门市,广东新会美达锦纶股份有限公司,江门
342,000783,长江证券,武汉,武汉,长江证券股份有限公司,武汉
343,000785,居然之家,武汉,北京,居然之家新零售集团股份有限公司,武汉
344,000786,北新建材,北京,北京,北新集团建材股份有限公司,北京
345,000787,*ST 创智,深圳,成都,创智信息科技股份有限公司,深圳
346,000788,北大医药,重庆,重庆,北大医药股份有限公司,重庆
347,000789,万年青,江西省上饶市,江西省南昌市,江西万年青水泥股份有限公司,上饶
348,000790,华神科技,成都,成都,成都华神科技集团股份有限公司,成都
349,000791,甘肃电投,甘肃省兰州市,甘肃省兰州市,甘肃电投能源发展股份有限公司,兰州
350,000792,盐湖股份,青海省格尔木市,青海省格尔木市,青海盐湖工业股份有限公司,格尔木
351,000793,华闻集团,海南省海口市,海南省海口市,华闻传媒投资集团股份有限公司,海口
352,000795,英洛华,浙江省东阳市,浙江省东阳市,英洛华科技股份有限公司,金华
353,000796,凯撒旅业,海南省三亚市,海南省海口市,凯撒同盛发展股份有限公司,三亚
354,000797,中国武夷,福建省福州市,福建省福州市,中国武夷实业股份有限公司,福州
355,000798,中水渔业,北京,北京,中水集团远洋股份有限公司,北京
356,000799,酒鬼酒,湖南省湘西土家族苗族自治州吉首市,湖南省湘西土家族苗族自治州吉首市,酒鬼酒股份有限公司,吉首
357,000800,一汽解放,吉林省长春市,吉林省长春市,一汽解放集团股份有限公司,长春
358,000801,四川九洲,四川省绵阳市,四川省绵阳市,四川九洲电器股份有限公司,绵阳
359,000802,ST 北文,北京,北京,北京京西文化旅游股份有限公司,北京
360,000803,北清环能,四川省南充市,北京,北清环能集团股份有限公司,南充
361,000805,*ST 炎黄,江苏省常州新北区,江苏常州市,江苏炎黄在线物流股份有限公司,常州
362,000806,ST 银河,广西壮族自治区北海市,广西壮族自治区北海市,北海银河生物产业投资股份有限公司,北海
363,000807,云铝股份,云南省昆明市,云南省昆明市,云南铝业股份有限公司,昆明
364,000809,铁岭新城,辽宁省铁岭市,辽宁省铁岭市,铁岭新城投资控股(集团)股份有限公司,铁岭
365,000810,创维数字,四川省遂宁市,深圳,创维数字股份有限公司,遂宁
366,000811,冰轮环境,山东省烟台市,山东省烟台市,冰轮环境技术股份有限公司,烟台
367,000812,陕西金叶,西安,西安,陕西金叶科教集团股份有限公司,西安
368,000813,德展健康,新疆维吾尔自治区乌鲁木齐市,北京,德展大健康股份有限公司,乌鲁木齐
369,000815,美利云,宁夏回族自治区中卫市,宁夏回族自治区中卫市,中冶美利云产业投资股份有限公司,中卫
370,000816,智慧农业,江苏省盐城市,江苏省盐城市,江苏农华智慧农业科技股份有限公司,盐城
371,000817,辽河油田,辽宁省盘锦市,辽宁省盘锦市,辽河金马油田股份有限公司,盘锦
372,000818,航锦科技,辽宁省葫芦岛市,武汉,航锦科技股份有限公司,葫芦岛
373,000819,岳阳兴长,湖南省岳阳市,湖南省岳阳市,岳阳兴长石化股份有限公司,岳阳
374,000820,*ST 节能,江西省南昌市,南京,神雾节能股份有限公司,南昌
375,000821,京山轻机,湖北省京山市,湖北省京山市,湖北京山轻工机械股份有限公司,荆门
376,000822,山东海化,山东省潍坊市,山东省潍坊市,山东海化股份有限公司,潍坊
377,000823,超声电子,广东省汕头市,广东省汕头市,广东汕头超声电子股份有限公司,汕头
378,000825,太钢不锈,山西省太原市,山西省太原市,山西太钢不锈钢股份有限公司,太原
379,000826,启迪环境,湖北省宜昌市,湖北省宜昌市,启迪环境科技发展股份有限公司,宜昌
380,000827,*ST 长兴,大连市,大连市,大连长兴实业股份有限公司,大连
381,000828,东莞控股,东莞,东莞,东莞发展控股股份有限公司,东莞
382,000829,天音控股,江西省赣州市,北京,天音通信控股股份有限公司,赣州
383,000830,鲁西化工,山东省聊城市,山东省聊城市,鲁西化工集团股份有限公司,聊城
384,000831,五矿稀土,山西省运城市,江西省赣州市,五矿稀土股份有限公司,运城
385,000832,ST 龙涤,黑龙江省阿城市,黑龙江省阿城市,黑龙江龙涤股份有限公司,哈尔滨
386,000833,粤桂股份,广西壮族自治区贵港市,广州,广西粤桂广业控股股份有限公司,贵港
387,000835,*ST 长动,成都,福建省厦门市,长城国际动漫游戏股份有限公司,成都
388,000836,富通信息,天津,天津,天津富通信息科技股份有限公司,天津
389,000837,秦川机床,陕西省宝鸡市,陕西省宝鸡市,秦川机床工具集团股份公司,宝鸡
390,000838,财信发展,重庆,重庆,财信地产发展集团股份有限公司,重庆
391,000839,中信国安,北京,北京,中信国安信息产业股份有限公司,北京
392,000848,承德露露,河北省承德市,河北省承德市,河北承德露露股份有限公司,承德
393,000850,华茂股份,安徽省安庆市,安徽省安庆市,安徽华茂纺织股份有限公司,安庆
394,000851,高鸿股份,贵州省贵阳市,北京,大唐高鸿数据网络技术股份有限公司,贵阳
395,000852,石化机械,武汉,武汉,中石化石油机械股份有限公司,武汉
396,000856,冀东装备,河北省唐山市,河北省唐山市,唐山冀东装备工程股份有限公司,唐山
397,000858,五粮液,四川省宜宾市,四川省宜宾市,宜宾五粮液股份有限公司,宜宾
398,000859,国风新材,合肥,合肥,安徽国风新材料股份有限公司,合肥
399,000860,顺鑫农业,北京,北京,北京顺鑫农业股份有限公司,北京
400,000861,海印股份,广州,广州,广东海印集团股份有限公司,广州
401,000862,银星能源,宁夏回族自治区银川市,宁夏回族自治区银川市,宁夏银星能源股份有限公司,银川
402,000863,三湘印象,上海,上海,三湘印象股份有限公司,上海
403,000866,扬子石化,南京,南京,中国石化扬子石油化工股份有限公司,南京
404,000868,安凯客车,合肥,合肥,安徽安凯汽车股份有限公司,合肥
405,000869,张裕A,山东省烟台市,山东省烟台市,烟台张裕葡萄酿酒股份有限公司,烟台
406,000875,吉电股份,吉林省长春市,吉林省长春市,吉林电力股份有限公司,长春
407,000876,新希望,四川省绵阳市,成都,新希望六和股份有限公司,绵阳
408,000877,天山股份,新疆维吾尔自治区乌鲁木齐市,上海,新疆天山水泥股份有限公司,乌鲁木齐
409,000878,云南铜业,云南省昆明市,云南省昆明市,云南铜业股份有限公司,昆明
410,000880,潍柴重机,山东省潍坊市,山东省潍坊市,潍柴重机股份有限公司,潍坊
411,000881,中广核技,辽宁省大连市,深圳,中广核核技术发展股份有限公司,大连
412,000882,华联股份,北京,北京,北京华联商厦股份有限公司,北京
413,000883,湖北能源,武汉,武汉,湖北能源集团股份有限公司,武汉
414,000885,城发环境,郑州,郑州,城发环境股份有限公司,郑州
415,000886,海南高速,海南省海口市,海南省海口市,海南高速公路股份有限公司,海口
416,000887,中鼎股份,安徽省宁国市,安徽省宁国市,安徽中鼎密封件股份有限公司,宣城
417,000888,峨眉山A,四川省峨眉山市,四川省峨眉山市,峨眉山旅游股份有限公司,峨眉山
418,000889,中嘉博创,河北省秦皇岛市,北京,中嘉博创信息技术股份有限公司,秦皇岛
419,000890,法尔胜,江苏省江阴市,江苏省江阴市,江苏法尔胜股份有限公司,江阴
420,000892,欢瑞世纪,重庆,重庆,欢瑞世纪联合股份有限公司,重庆
421,000893,亚钾国际,广州,广州,亚钾国际投资(广州)股份有限公司,广州
422,000895,双汇发展,河南省漯河市,河南省漯河市,河南双汇投资发展股份有限公司,漯河
423,000897,津滨发展,天津,天津,天津津滨发展股份有限公司,天津
424,000898,鞍钢股份,辽宁省鞍山市,辽宁省鞍山市,鞍钢股份有限公司,鞍山
425,000899,赣能股份,江西省南昌市,江西省南昌市,江西赣能股份有限公司,南昌
426,000900,现代投资,长沙,长沙,现代投资股份有限公司,长沙
427,000901,航天科技,黑龙江省哈尔滨市,北京,航天科技控股集团股份有限公司,哈尔滨
428,000902,新洋丰,湖北省荆门市,湖北省荆门市,新洋丰农业科技股份有限公司,荆门
429,000903,云内动力,云南省昆明市,云南省昆明市,昆明云内动力股份有限公司,昆明
430,000905,厦门港务,福建省厦门市,福建省厦门市,厦门港务发展股份有限公司,厦门
431,000906,浙商中拓,杭州,杭州,浙商中拓集团股份有限公司,杭州
432,000908,景峰医药,湖南省岳阳市,上海,湖南景峰医药股份有限公司,岳阳
433,000909,数源科技,杭州,杭州,数源科技股份有限公司,杭州
434,000910,大亚圣象,江苏省丹阳市,江苏省丹阳市,大亚圣象家居股份有限公司,丹阳
435,000911,南宁糖业,广西壮族自治区南宁市,广西壮族自治区南宁市,南宁糖业股份有限公司,南宁
436,000912,泸天化,四川省泸州市,四川省泸州市,四川泸天化股份有限公司,成都
437,000913,钱江摩托,浙江省温岭市,浙江省温岭市,浙江钱江摩托股份有限公司,温岭
438,000915,华特达因,山东省临沂市,山东省济南市,山东华特达因健康股份有限公司,临沂
439,000916,华北高速,北京,北京,华北高速公路股份有限公司,北京
440,000917,电广传媒,长沙,长沙,湖南电广传媒股份有限公司,长沙
441,000918,嘉凯城,杭州,上海,嘉凯城集团股份有限公司,长沙
442,000919,金陵药业,南京,南京,金陵药业股份有限公司,南京
443,000920,沃顿科技,贵州省贵阳市,贵州省贵阳市,沃顿科技股份有限公司,贵阳
444,000921,海信家电,佛山,佛山,海信家电集团股份有限公司,佛山
445,000922,佳电股份,黑龙江省佳木斯市,黑龙江省佳木斯市,哈尔滨电气集团佳木斯电机股份有限公司,佳木斯
446,000923,河钢资源,河北省张家口市,河北省石家庄市,河钢资源股份有限公司,张家口
447,000925,众合科技,杭州,杭州,浙江众合科技股份有限公司,杭州
448,000926,福星股份,湖北省汉川市,武汉,湖北福星科技股份有限公司,汉川
449,000927,中国铁物,天津,北京,中国铁路物资股份有限公司,天津
450,000928,中钢国际,吉林省吉林市,北京,中钢国际工程技术股份有限公司,吉林
451,000929,兰州黄河,甘肃省兰州市,甘肃省兰州市,兰州黄河企业股份有限公司,兰州
452,000930,中粮科技,安徽省蚌埠市,北京,中粮生物科技股份有限公司,蚌埠
453,000931,中关村,北京,北京,北京中关村科技发展(控股)股份有限公司,北京
454,000932,华菱钢铁,长沙,长沙,湖南华菱钢铁股份有限公司,长沙
455,000933,神火股份,河南省永城市,河南省永城市,河南神火煤电股份有限公司,永城
456,000935,四川双马,四川省江油市,成都,四川和谐双马股份有限公司,江油
457,000936,华西股份,江苏省江阴市,江苏省江阴市,江苏华西村股份有限公司,江阴
458,000937,冀中能源,河北省邢台市,河北省邢台市,冀中能源股份有限公司,邢台
459,000938,紫光股份,北京,北京,紫光股份有限公司,北京
460,000939,*ST 凯迪,武汉,武汉,凯迪生态环境科技股份有限公司,武汉
461,000948,南天信息,云南省昆明市,云南省昆明市,云南南天电子信息产业股份有限公司,昆明
462,000949,新乡化纤,河南省新乡市,河南省新乡市,新乡化纤股份有限公司,新乡
463,000950,重药控股,重庆,重庆,重药控股股份有限公司,重庆
464,000951,中国重汽,山东省济南市,山东省济南市,中国重汽集团济南卡车股份有限公司,济南
465,000952,广济药业,湖北省武穴市,湖北省武穴市,湖北广济药业股份有限公司,武穴
466,000953,河化股份,广西壮族自治区河池市,广西壮族自治区河池市,广西河池化工股份有限公司,河池
467,000955,欣龙控股,海南省海口市,海南省海口市,欣龙控股(集团)股份有限公司,澄迈县
468,000956,中原油气,郑州,郑州,中国石化中原油气高新股份有限公司,郑州
469,000957,中通客车,山东省聊城市,山东省聊城市,中通客车股份有限公司,聊城
470,000958,东方能源,河北省石家庄市,北京,国家电投集团东方新能源股份有限公司,石家庄
